zipcode,state,county_code,name,rate_area
35976,AL,01009,Blount,3
35980,AL,01009,Blount,3
35952,AL,01009,Blount,3
35172,AL,01009,Blount,3
35063,AL,01009,Blount,3
35049,AL,01009,Blount,3
35013,AL,01009,Blount,3
35016,AL,01009,Blount,3
35031,AL,01009,Blount,3
35180,AL,01009,Blount,3
35957,AL,01009,Blount,3
36860,AL,01011,Bullock,13
36005,AL,01011,Bullock,13
36029,AL,01011,Bullock,13
36037,AL,01011,Bullock,13
36052,AL,01011,Bullock,13
36053,AL,01011,Bullock,13
36081,AL,01011,Bullock,13
36089,AL,01011,Bullock,13
36069,AL,01011,Bullock,13
36061,AL,01011,Bullock,13
36456,AL,01013,Butler,13
36474,AL,01013,Butler,13
36015,AL,01013,Butler,13
36030,AL,01013,Butler,13
36033,AL,01013,Butler,13
36543,AL,01053,Escambia,13
36432,AL,01053,Escambia,13
36401,AL,01053,Escambia,13
36420,AL,01053,Escambia,13
36441,AL,01053,Escambia,13
36421,AL,01053,Escambia,13
36427,AL,01053,Escambia,13
36426,AL,01053,Escambia,13
35121,AL,01055,Etowah,8
35907,AL,01055,Etowah,8
35904,AL,01055,Etowah,8
35903,AL,01055,Etowah,8
35902,AL,01055,Etowah,8
35901,AL,01055,Etowah,8
35906,AL,01055,Etowah,8
35905,AL,01055,Etowah,8
35990,AL,01055,Etowah,8
36271,AL,01055,Etowah,8
36272,AL,01055,Etowah,8
35952,AL,01055,Etowah,8
35954,AL,01055,Etowah,8
35956,AL,01055,Etowah,8
35961,AL,01055,Etowah,8
35972,AL,01055,Etowah,8
35574,AL,01057,Fayette,13
35542,AL,01057,Fayette,13
35545,AL,01057,Fayette,13
35546,AL,01057,Fayette,13
35549,AL,01057,Fayette,13
35554,AL,01057,Fayette,13
35594,AL,01057,Fayette,13
35555,AL,01057,Fayette,13
35563,AL,01057,Fayette,13
35559,AL,01057,Fayette,13
35579,AL,01057,Fayette,13
35571,AL,01059,Franklin,13
35651,AL,01059,Franklin,13
35653,AL,01059,Franklin,13
35654,AL,01059,Franklin,13
35565,AL,01059,Franklin,13
35593,AL,01059,Franklin,13
35581,AL,01059,Franklin,13
35582,AL,01059,Franklin,13
35585,AL,01059,Franklin,13
36477,AL,01061,Geneva,6
36340,AL,01061,Geneva,6
36349,AL,01061,Geneva,6
36344,AL,01061,Geneva,6
36453,AL,01061,Geneva,6
36375,AL,01061,Geneva,6
36352,AL,01061,Geneva,6
36442,AL,01061,Geneva,6
36313,AL,01061,Geneva,6
36314,AL,01061,Geneva,6
36316,AL,01061,Geneva,6
36318,AL,01061,Geneva,6
36322,AL,01061,Geneva,6
36305,AL,01061,Geneva,6
36301,AL,01061,Geneva,6
35480,AL,01063,Greene,12
35491,AL,01063,Greene,12
35469,AL,01063,Greene,12
35462,AL,01063,Greene,12
35463,AL,01063,Greene,12
35464,AL,01063,Greene,12
35442,AL,01063,Greene,12
35443,AL,01063,Greene,12
35448,AL,01063,Greene,12
36740,AL,01063,Greene,12
36786,AL,01065,Hale,12
35474,AL,01065,Hale,12
36776,AL,01065,Hale,12
36756,AL,01065,Hale,12
35441,AL,01065,Hale,12
36765,AL,01065,Hale,12
36742,AL,01065,Hale,12
36744,AL,01065,Hale,12
36353,AL,01067,Henry,6
36373,AL,01067,Henry,6
36345,AL,01067,Henry,6
36016,AL,01067,Henry,6
36319,AL,01067,Henry,6
36317,AL,01067,Henry,6
36310,AL,01067,Henry,6
36351,AL,01067,Henry,6
36303,AL,01067,Henry,6
36343,AL,01069,Houston,6
36352,AL,01069,Houston,6
36376,AL,01069,Houston,6
36370,AL,01069,Houston,6
36350,AL,01069,Houston,6
85939,AZ,04017,Navajo,1
86510,AZ,04017,Navajo,1
85933,AZ,04017,Navajo,1
86031,AZ,04017,Navajo,1
85942,AZ,04017,Navajo,1
86034,AZ,04017,Navajo,1
85937,AZ,04017,Navajo,1
85923,AZ,04017,Navajo,1
86030,AZ,04017,Navajo,1
86520,AZ,04017,Navajo,1
86033,AZ,04017,Navajo,1
86042,AZ,04017,Navajo,1
85934,AZ,04017,Navajo,1
85935,AZ,04017,Navajo,1
85911,AZ,04017,Navajo,1
86054,AZ,04017,Navajo,1
86043,AZ,04017,Navajo,1
85902,AZ,04017,Navajo,1
86032,AZ,04017,Navajo,1
85619,AZ,04019,Pima,6
85756,AZ,04019,Pima,6
85714,AZ,04019,Pima,6
85731,AZ,04019,Pima,6
85751,AZ,04019,Pima,6
85601,AZ,04019,Pima,6
85750,AZ,04019,Pima,6
85602,AZ,04019,Pima,6
85653,AZ,04019,Pima,6
85702,AZ,04019,Pima,6
85732,AZ,04019,Pima,6
85713,AZ,04019,Pima,6
85701,AZ,04019,Pima,6
85755,AZ,04019,Pima,6
85712,AZ,04019,Pima,6
85754,AZ,04019,Pima,6
85703,AZ,04019,Pima,6
85641,AZ,04019,Pima,6
85705,AZ,04019,Pima,6
85706,AZ,04019,Pima,6
85704,AZ,04019,Pima,6
85752,AZ,04019,Pima,6
85709,AZ,04019,Pima,6
85708,AZ,04019,Pima,6
85707,AZ,04019,Pima,6
85711,AZ,04019,Pima,6
85710,AZ,04019,Pima,6
85723,AZ,04019,Pima,6
85652,AZ,04019,Pima,6
85717,AZ,04019,Pima,6
85757,AZ,04019,Pima,6
85715,AZ,04019,Pima,6
85716,AZ,04019,Pima,6
85634,AZ,04019,Pima,6
85730,AZ,04019,Pima,6
85775,AZ,04019,Pima,6
85721,AZ,04019,Pima,6
85720,AZ,04019,Pima,6
85722,AZ,04019,Pima,6
85719,AZ,04019,Pima,6
85718,AZ,04019,Pima,6
85321,AZ,04019,Pima,6
85728,AZ,04019,Pima,6
85633,AZ,04019,Pima,6
85724,AZ,04019,Pima,6
85726,AZ,04019,Pima,6
85622,AZ,04019,Pima,6
85725,AZ,04019,Pima,6
85654,AZ,04019,Pima,6
85742,AZ,04019,Pima,6
85733,AZ,04019,Pima,6
85734,AZ,04019,Pima,6
85614,AZ,04019,Pima,6
85611,AZ,04019,Pima,6
85748,AZ,04019,Pima,6
85736,AZ,04019,Pima,6
85749,AZ,04019,Pima,6
85741,AZ,04019,Pima,6
85637,AZ,04019,Pima,6
85735,AZ,04019,Pima,6
85658,AZ,04019,Pima,6
85738,AZ,04019,Pima,6
85645,AZ,04019,Pima,6
85740,AZ,04019,Pima,6
85737,AZ,04019,Pima,6
85739,AZ,04019,Pima,6
85629,AZ,04019,Pima,6
85743,AZ,04019,Pima,6
85639,AZ,04019,Pima,6
85747,AZ,04019,Pima,6
85746,AZ,04019,Pima,6
85745,AZ,04019,Pima,6
85744,AZ,04019,Pima,6
85341,AZ,04019,Pima,6
85139,AZ,04021,Pinal,5
85128,AZ,04021,Pinal,5
85623,AZ,04021,Pinal,5
85172,AZ,04021,Pinal,5
85212,AZ,04021,Pinal,5
85618,AZ,04021,Pinal,5
85191,AZ,04021,Pinal,5
85602,AZ,04021,Pinal,5
85192,AZ,04021,Pinal,5
85123,AZ,04021,Pinal,5
85119,AZ,04021,Pinal,5
85118,AZ,04021,Pinal,5
85117,AZ,04021,Pinal,5
85122,AZ,04021,Pinal,5
85193,AZ,04021,Pinal,5
85120,AZ,04021,Pinal,5
85194,AZ,04021,Pinal,5
85121,AZ,04021,Pinal,5
85131,AZ,04021,Pinal,5
85658,AZ,04021,Pinal,5
85248,AZ,04021,Pinal,5
85653,AZ,04021,Pinal,5
85631,AZ,04021,Pinal,5
85130,AZ,04021,Pinal,5
85138,AZ,04021,Pinal,5
85132,AZ,04021,Pinal,5
85178,AZ,04021,Pinal,5
85137,AZ,04021,Pinal,5
85739,AZ,04021,Pinal,5
85141,AZ,04021,Pinal,5
85140,AZ,04021,Pinal,5
85539,AZ,04021,Pinal,5
85173,AZ,04021,Pinal,5
85143,AZ,04021,Pinal,5
85142,AZ,04021,Pinal,5
85145,AZ,04021,Pinal,5
85147,AZ,04021,Pinal,5
85640,AZ,04023,Santa Cruz,6
85648,AZ,04023,Santa Cruz,6
85621,AZ,04023,Santa Cruz,6
85662,AZ,04023,Santa Cruz,6
85645,AZ,04023,Santa Cruz,6
85624,AZ,04023,Santa Cruz,6
85646,AZ,04023,Santa Cruz,6
85637,AZ,04023,Santa Cruz,6
85611,AZ,04023,Santa Cruz,6
85628,AZ,04023,Santa Cruz,6
86336,AZ,04025,Yavapai,2
86320,AZ,04025,Yavapai,2
86329,AZ,04025,Yavapai,2
86343,AZ,04025,Yavapai,2
86312,AZ,04025,Yavapai,2
86315,AZ,04025,Yavapai,2
86302,AZ,04025,Yavapai,2
86327,AZ,04025,Yavapai,2
86303,AZ,04025,Yavapai,2
86305,AZ,04025,Yavapai,2
86342,AZ,04025,Yavapai,2
86338,AZ,04025,Yavapai,2
85332,AZ,04025,Yavapai,2
86337,AZ,04025,Yavapai,2
86304,AZ,04025,Yavapai,2
86314,AZ,04025,Yavapai,2
86341,AZ,04025,Yavapai,2
86313,AZ,04025,Yavapai,2
86340,AZ,04025,Yavapai,2
85324,AZ,04025,Yavapai,2
86323,AZ,04025,Yavapai,2
86335,AZ,04025,Yavapai,2
86326,AZ,04025,Yavapai,2
86301,AZ,04025,Yavapai,2
86332,AZ,04025,Yavapai,2
86321,AZ,04025,Yavapai,2
86322,AZ,04025,Yavapai,2
86331,AZ,04025,Yavapai,2
85362,AZ,04025,Yavapai,2
86324,AZ,04025,Yavapai,2
86333,AZ,04025,Yavapai,2
86325,AZ,04025,Yavapai,2
86334,AZ,04025,Yavapai,2
86351,AZ,04025,Yavapai,2
85390,AZ,04025,Yavapai,2
85347,AZ,04027,Yuma,3
85349,AZ,04027,Yuma,3
85336,AZ,04027,Yuma,3
85350,AZ,04027,Yuma,3
85352,AZ,04027,Yuma,3
85333,AZ,04027,Yuma,3
85356,AZ,04027,Yuma,3
85369,AZ,04027,Yuma,3
85364,AZ,04027,Yuma,3
85367,AZ,04027,Yuma,3
85365,AZ,04027,Yuma,3
85366,AZ,04027,Yuma,3
72134,AR,05001,Arkansas,5
72175,AR,05001,Arkansas,5
72048,AR,05001,Arkansas,5
72055,AR,05001,Arkansas,5
72140,AR,05001,Arkansas,5
72160,AR,05001,Arkansas,5
72073,AR,05001,Arkansas,5
72003,AR,05001,Arkansas,5
72026,AR,05001,Arkansas,5
72038,AR,05001,Arkansas,5
72042,AR,05001,Arkansas,5
72166,AR,05001,Arkansas,5
72554,AR,05001,Arkansas,5
71661,AR,05003,Ashley,5
71663,AR,05003,Ashley,5
71676,AR,05003,Ashley,5
71646,AR,05003,Ashley,5
71635,AR,05003,Ashley,5
71642,AR,05003,Ashley,5
71220,AR,05003,Ashley,5
71658,AR,05003,Ashley,5
72658,AR,05005,Baxter,3
72519,AR,05005,Baxter,3
72642,AR,05005,Baxter,3
72537,AR,05005,Baxter,3
72617,AR,05005,Baxter,3
72538,AR,05005,Baxter,3
72659,AR,05005,Baxter,3
72531,AR,05005,Baxter,3
72623,AR,05005,Baxter,3
72544,AR,05005,Baxter,3
72635,AR,05005,Baxter,3
72654,AR,05005,Baxter,3
72651,AR,05005,Baxter,3
72653,AR,05005,Baxter,3
72626,AR,05005,Baxter,3
72734,AR,05007,Benton,3
72756,AR,05007,Benton,3
72738,AR,05007,Benton,3
72747,AR,05007,Benton,3
74346,AR,05007,Benton,3
72739,AR,05007,Benton,3
72722,AR,05007,Benton,3
72732,AR,05007,Benton,3
72715,AR,05007,Benton,3
72768,AR,05007,Benton,3
72761,AR,05007,Benton,3
72764,AR,05007,Benton,3
72745,AR,05007,Benton,3
72758,AR,05007,Benton,3
72757,AR,05007,Benton,3
72712,AR,05007,Benton,3
72714,AR,05007,Benton,3
72711,AR,05007,Benton,3
72718,AR,05007,Benton,3
72733,AR,05007,Benton,3
72736,AR,05007,Benton,3
72716,AR,05007,Benton,3
72762,AR,05007,Benton,3
72751,AR,05007,Benton,3
72719,AR,05007,Benton,3
72704,AR,05007,Benton,3
65739,AR,05009,Boone,3
72630,AR,05009,Boone,3
72644,AR,05009,Boone,3
72611,AR,05009,Boone,3
72682,AR,05009,Boone,3
72602,AR,05009,Boone,3
72633,AR,05009,Boone,3
72685,AR,05009,Boone,3
72662,AR,05009,Boone,3
72615,AR,05009,Boone,3
72601,AR,05009,Boone,3
71631,AR,05011,Bradley,5
71660,AR,05011,Bradley,5
71651,AR,05011,Bradley,5
71647,AR,05011,Bradley,5
71256,AR,05011,Bradley,5
71671,AR,05011,Bradley,5
71675,AR,05011,Bradley,5
71766,AR,05013,Calhoun,6
71742,AR,05013,Calhoun,6
71744,AR,05013,Calhoun,6
71701,AR,05013,Calhoun,6
71720,AR,05013,Calhoun,6
71745,AR,05013,Calhoun,6
72632,AR,05015,Carroll,3
72740,AR,05015,Carroll,3
72611,AR,05015,Carroll,3
72631,AR,05015,Carroll,3
72638,AR,05015,Carroll,3
72662,AR,05015,Carroll,3
72616,AR,05015,Carroll,3
72624,AR,05015,Carroll,3
72660,AR,05015,Carroll,3
72613,AR,05015,Carroll,3
71640,AR,05017,Chicot,5
71661,AR,05017,Chicot,5
71663,AR,05017,Chicot,5
71653,AR,05017,Chicot,5
71638,AR,05017,Chicot,5
71676,AR,05017,Chicot,5
71772,AR,05019,Clark,4
71999,AR,05019,Clark,4
71943,AR,05019,Clark,4
71721,AR,05019,Clark,4
71921,AR,05019,Clark,4
71728,AR,05019,Clark,4
71920,AR,05019,Clark,4
71929,AR,05019,Clark,4
71962,AR,05019,Clark,4
71998,AR,05019,Clark,4
71743,AR,05019,Clark,4
71763,AR,05019,Clark,4
71923,AR,05019,Clark,4
72424,AR,05021,Clay,2
72456,AR,05021,Clay,2
72430,AR,05021,Clay,2
72422,AR,05021,Clay,2
72435,AR,05021,Clay,2
72454,AR,05021,Clay,2
72464,AR,05021,Clay,2
72413,AR,05021,Clay,2
72470,AR,05021,Clay,2
72436,AR,05021,Clay,2
72441,AR,05021,Clay,2
72461,AR,05021,Clay,2
72450,AR,05021,Clay,2
72453,AR,05021,Clay,2
72550,AR,05023,Cleburne,1
72088,AR,05023,Cleburne,1
72545,AR,05023,Cleburne,1
72530,AR,05023,Cleburne,1
72153,AR,05023,Cleburne,1
72523,AR,05023,Cleburne,1
72137,AR,05023,Cleburne,1
72534,AR,05023,Cleburne,1
72546,AR,05023,Cleburne,1
72044,AR,05023,Cleburne,1
72179,AR,05023,Cleburne,1
72067,AR,05023,Cleburne,1
72131,AR,05023,Cleburne,1
72130,AR,05023,Cleburne,1
94026,CA,06081,San Mateo,8
94063,CA,06081,San Mateo,8
94017,CA,06081,San Mateo,8
94303,CA,06081,San Mateo,8
94030,CA,06081,San Mateo,8
94080,CA,06081,San Mateo,8
94065,CA,06081,San Mateo,8
94044,CA,06081,San Mateo,8
94401,CA,06081,San Mateo,8
94064,CA,06081,San Mateo,8
94018,CA,06081,San Mateo,8
94014,CA,06081,San Mateo,8
94062,CA,06081,San Mateo,8
94037,CA,06081,San Mateo,8
94021,CA,06081,San Mateo,8
94028,CA,06081,San Mateo,8
94010,CA,06081,San Mateo,8
94497,CA,06081,San Mateo,8
94061,CA,06081,San Mateo,8
94011,CA,06081,San Mateo,8
94020,CA,06081,San Mateo,8
94070,CA,06081,San Mateo,8
94066,CA,06081,San Mateo,8
93107,CA,06083,Santa Barbara,12
93199,CA,06083,Santa Barbara,12
93437,CA,06083,Santa Barbara,12
93429,CA,06083,Santa Barbara,12
93117,CA,06083,Santa Barbara,12
93140,CA,06083,Santa Barbara,12
93103,CA,06083,Santa Barbara,12
93434,CA,06083,Santa Barbara,12
93101,CA,06083,Santa Barbara,12
93441,CA,06083,Santa Barbara,12
93130,CA,06083,Santa Barbara,12
93464,CA,06083,Santa Barbara,12
93013,CA,06083,Santa Barbara,12
93457,CA,06083,Santa Barbara,12
93458,CA,06083,Santa Barbara,12
93105,CA,06083,Santa Barbara,12
93111,CA,06083,Santa Barbara,12
93116,CA,06083,Santa Barbara,12
93454,CA,06083,Santa Barbara,12
93455,CA,06083,Santa Barbara,12
93460,CA,06083,Santa Barbara,12
93456,CA,06083,Santa Barbara,12
93427,CA,06083,Santa Barbara,12
93067,CA,06083,Santa Barbara,12
93106,CA,06083,Santa Barbara,12
93440,CA,06083,Santa Barbara,12
93254,CA,06083,Santa Barbara,12
93110,CA,06083,Santa Barbara,12
93102,CA,06083,Santa Barbara,12
93109,CA,06083,Santa Barbara,12
93108,CA,06083,Santa Barbara,12
93190,CA,06083,Santa Barbara,12
93436,CA,06083,Santa Barbara,12
93160,CA,06083,Santa Barbara,12
93014,CA,06083,Santa Barbara,12
93438,CA,06083,Santa Barbara,12
93118,CA,06083,Santa Barbara,12
93120,CA,06083,Santa Barbara,12
93121,CA,06083,Santa Barbara,12
93463,CA,06083,Santa Barbara,12
93150,CA,06083,Santa Barbara,12
93252,CA,06083,Santa Barbara,12
95030,CA,06085,Santa Clara,7
95150,CA,06085,Santa Clara,7
95109,CA,06085,Santa Clara,7
95014,CA,06085,Santa Clara,7
95046,CA,06085,Santa Clara,7
95103,CA,06085,Santa Clara,7
95071,CA,06085,Santa Clara,7
95164,CA,06085,Santa Clara,7
95038,CA,06085,Santa Clara,7
95035,CA,06085,Santa Clara,7
95170,CA,06085,Santa Clara,7
94550,CA,06085,Santa Clara,7
95032,CA,06085,Santa Clara,7
95117,CA,06085,Santa Clara,7
95191,CA,06085,Santa Clara,7
94039,CA,06085,Santa Clara,7
95172,CA,06085,Santa Clara,7
95015,CA,06085,Santa Clara,7
95153,CA,06085,Santa Clara,7
94306,CA,06085,Santa Clara,7
95159,CA,06085,Santa Clara,7
95054,CA,06085,Santa Clara,7
95053,CA,06085,Santa Clara,7
95051,CA,06085,Santa Clara,7
95044,CA,06085,Santa Clara,7
95173,CA,06085,Santa Clara,7
95156,CA,06085,Santa Clara,7
95002,CA,06085,Santa Clara,7
95042,CA,06085,Santa Clara,7
95190,CA,06085,Santa Clara,7
95138,CA,06085,Santa Clara,7
95123,CA,06085,Santa Clara,7
94302,CA,06085,Santa Clara,7
95128,CA,06085,Santa Clara,7
95050,CA,06085,Santa Clara,7
95120,CA,06085,Santa Clara,7
95196,CA,06085,Santa Clara,7
95194,CA,06085,Santa Clara,7
95112,CA,06085,Santa Clara,7
95132,CA,06085,Santa Clara,7
94024,CA,06085,Santa Clara,7
95108,CA,06085,Santa Clara,7
95127,CA,06085,Santa Clara,7
94085,CA,06085,Santa Clara,7
95110,CA,06085,Santa Clara,7
95070,CA,06085,Santa Clara,7
94301,CA,06085,Santa Clara,7
95151,CA,06085,Santa Clara,7
95126,CA,06085,Santa Clara,7
95154,CA,06085,Santa Clara,7
95161,CA,06085,Santa Clara,7
94303,CA,06085,Santa Clara,7
95136,CA,06085,Santa Clara,7
94305,CA,06085,Santa Clara,7
94035,CA,06085,Santa Clara,7
94304,CA,06085,Santa Clara,7
95130,CA,06085,Santa Clara,7
94042,CA,06085,Santa Clara,7
95193,CA,06085,Santa Clara,7
95113,CA,06085,Santa Clara,7
94309,CA,06085,Santa Clara,7
95052,CA,06085,Santa Clara,7
95157,CA,06085,Santa Clara,7
95129,CA,06085,Santa Clara,7
95152,CA,06085,Santa Clara,7
95122,CA,06085,Santa Clara,7
95155,CA,06085,Santa Clara,7
95055,CA,06085,Santa Clara,7
95125,CA,06085,Santa Clara,7
95131,CA,06085,Santa Clara,7
95106,CA,06085,Santa Clara,7
94089,CA,06085,Santa Clara,7
95037,CA,06085,Santa Clara,7
95133,CA,06085,Santa Clara,7
95011,CA,06085,Santa Clara,7
95119,CA,06085,Santa Clara,7
95148,CA,06085,Santa Clara,7
94087,CA,06085,Santa Clara,7
95021,CA,06085,Santa Clara,7
94086,CA,06085,Santa Clara,7
95033,CA,06085,Santa Clara,7
95023,CA,06085,Santa Clara,7
95115,CA,06085,Santa Clara,7
95111,CA,06085,Santa Clara,7
95020,CA,06085,Santa Clara,7
94023,CA,06085,Santa Clara,7
95135,CA,06085,Santa Clara,7
95101,CA,06085,Santa Clara,7
95116,CA,06085,Santa Clara,7
94040,CA,06085,Santa Clara,7
95008,CA,06085,Santa Clara,7
94043,CA,06085,Santa Clara,7
95026,CA,06085,Santa Clara,7
95140,CA,06085,Santa Clara,7
95124,CA,06085,Santa Clara,7
94041,CA,06085,Santa Clara,7
95076,CA,06085,Santa Clara,7
95121,CA,06085,Santa Clara,7
95118,CA,06085,Santa Clara,7
95158,CA,06085,Santa Clara,7
95036,CA,06085,Santa Clara,7
95139,CA,06085,Santa Clara,7
94022,CA,06085,Santa Clara,7
95134,CA,06085,Santa Clara,7
95192,CA,06085,Santa Clara,7
95013,CA,06085,Santa Clara,7
95160,CA,06085,Santa Clara,7
94088,CA,06085,Santa Clara,7
95056,CA,06085,Santa Clara,7
95031,CA,06085,Santa Clara,7
95141,CA,06085,Santa Clara,7
95009,CA,06085,Santa Clara,7
95065,CA,06087,Santa Cruz,9
95077,CA,06087,Santa Cruz,9
95067,CA,06087,Santa Cruz,9
95003,CA,06087,Santa Cruz,9
95010,CA,06087,Santa Cruz,9
95017,CA,06087,Santa Cruz,9
95041,CA,06087,Santa Cruz,9
95018,CA,06087,Santa Cruz,9
95066,CA,06087,Santa Cruz,9
95019,CA,06087,Santa Cruz,9
95061,CA,06087,Santa Cruz,9
95064,CA,06087,Santa Cruz,9
95006,CA,06087,Santa Cruz,9
95063,CA,06087,Santa Cruz,9
95076,CA,06087,Santa Cruz,9
95033,CA,06087,Santa Cruz,9
95005,CA,06087,Santa Cruz,9
95060,CA,06087,Santa Cruz,9
95001,CA,06087,Santa Cruz,9
95073,CA,06087,Santa Cruz,9
95007,CA,06087,Santa Cruz,9
95062,CA,06087,Santa Cruz,9
96002,CA,06089,Shasta,1
96069,CA,06089,Shasta,1
96070,CA,06089,Shasta,1
96071,CA,06089,Shasta,1
96076,CA,06089,Shasta,1
96089,CA,06089,Shasta,1
96087,CA,06089,Shasta,1
96084,CA,06089,Shasta,1
96088,CA,06089,Shasta,1
96007,CA,06089,Shasta,1
96073,CA,06089,Shasta,1
96096,CA,06089,Shasta,1
96033,CA,06089,Shasta,1
96016,CA,06089,Shasta,1
96017,CA,06089,Shasta,1
96059,CA,06089,Shasta,1
96040,CA,06089,Shasta,1
96011,CA,06089,Shasta,1
96025,CA,06089,Shasta,1
96099,CA,06089,Shasta,1
96056,CA,06089,Shasta,1
96062,CA,06089,Shasta,1
96049,CA,06089,Shasta,1
96003,CA,06089,Shasta,1
96047,CA,06089,Shasta,1
96079,CA,06089,Shasta,1
96028,CA,06089,Shasta,1
96022,CA,06089,Shasta,1
96051,CA,06089,Shasta,1
96013,CA,06089,Shasta,1
96095,CA,06089,Shasta,1
96019,CA,06089,Shasta,1
96065,CA,06089,Shasta,1
96001,CA,06089,Shasta,1
96008,CA,06089,Shasta,1
95936,CA,06091,Sierra,1
95910,CA,06091,Sierra,1
95944,CA,06091,Sierra,1
96126,CA,06091,Sierra,1
96125,CA,06091,Sierra,1
89439,CA,06091,Sierra,1
95922,CA,06091,Sierra,1
96118,CA,06091,Sierra,1
95960,CA,06091,Sierra,1
96105,CA,06091,Sierra,1
96124,CA,06091,Sierra,1
96064,CA,06093,Siskiyou,1
96027,CA,06093,Siskiyou,1
96085,CA,06093,Siskiyou,1
96091,CA,06093,Siskiyou,1
96025,CA,06093,Siskiyou,1
96097,CA,06093,Siskiyou,1
96037,CA,06093,Siskiyou,1
96039,CA,06093,Siskiyou,1
96044,CA,06093,Siskiyou,1
96134,CA,06093,Siskiyou,1
96031,CA,06093,Siskiyou,1
96058,CA,06093,Siskiyou,1
96032,CA,06093,Siskiyou,1
96086,CA,06093,Siskiyou,1
96050,CA,06093,Siskiyou,1
96067,CA,06093,Siskiyou,1
96057,CA,06093,Siskiyou,1
95568,CA,06093,Siskiyou,1
96034,CA,06093,Siskiyou,1
96023,CA,06093,Siskiyou,1
96038,CA,06093,Siskiyou,1
96094,CA,06093,Siskiyou,1
96014,CA,06093,Siskiyou,1
94535,CA,06095,Solano,2
94591,CA,06095,Solano,2
94592,CA,06095,Solano,2
95687,CA,06095,Solano,2
95618,CA,06095,Solano,2
94533,CA,06095,Solano,2
94503,CA,06095,Solano,2
94585,CA,06095,Solano,2
94510,CA,06095,Solano,2
95688,CA,06095,Solano,2
94571,CA,06095,Solano,2
94512,CA,06095,Solano,2
95616,CA,06095,Solano,2
94589,CA,06095,Solano,2
94590,CA,06095,Solano,2
95620,CA,06095,Solano,2
95625,CA,06095,Solano,2
95690,CA,06095,Solano,2
94534,CA,06095,Solano,2
95694,CA,06095,Solano,2
95696,CA,06095,Solano,2
95472,CA,06097,Sonoma,2
95412,CA,06097,Sonoma,2
94972,CA,06097,Sonoma,2
95487,CA,06097,Sonoma,2
95431,CA,06097,Sonoma,2
95452,CA,06097,Sonoma,2
95409,CA,06097,Sonoma,2
95430,CA,06097,Sonoma,2
95465,CA,06097,Sonoma,2
94923,CA,06097,Sonoma,2
95471,CA,06097,Sonoma,2
95405,CA,06097,Sonoma,2
95425,CA,06097,Sonoma,2
95446,CA,06097,Sonoma,2
95448,CA,06097,Sonoma,2
94952,CA,06097,Sonoma,2
95492,CA,06097,Sonoma,2
94927,CA,06097,Sonoma,2
95404,CA,06097,Sonoma,2
95486,CA,06097,Sonoma,2
94951,CA,06097,Sonoma,2
94515,CA,06097,Sonoma,2
95403,CA,06097,Sonoma,2
94955,CA,06097,Sonoma,2
95462,CA,06097,Sonoma,2
95433,CA,06097,Sonoma,2
95416,CA,06097,Sonoma,2
95497,CA,06097,Sonoma,2
95473,CA,06097,Sonoma,2
94926,CA,06097,Sonoma,2
95401,CA,06097,Sonoma,2
